,question,correct_answer,qianfan_answer,sys_answer,gpt_score,sys_answer_new
10,系外行星成像星冕仪模块用于哪种观测？,系外行星成像星冕仪模块是用于完成太阳系外行星的成像探测和多波段测光研究的观测设备。,"系外行星成像星冕仪模块用于**太阳系外行星的成像探测和多波段测光研究**^[1][2]^。

系外行星成像星冕仪模块是一台在可见光至近红外波段进行超高对比度成像的观测设备，主要技术参数有成像对比度≯10-8（0.60～0.90μm）以及内工作角（IWA）≯0.55""（@633nm）等^[2]^。",系外行星成像星冕仪模块主要用于天文观测。它通过收集和分析来自遥远天体的光谱数据来研究这些天体的物理特性，从而帮助科学家们更好地理解宇宙中的各种现象。,0.5,系外行星成像星冕仪模块主要用于对近邻类太阳光谱型恒星的高对比度成像普查与多波段测光研究。具体来说，它将开展千颗近邻类太阳光谱型恒星的高对比度成像观测，旨在探测位于类太阳光谱恒星宜居带至雪线附近的成熟的类木行星、海王星行星和超级地球。此外，该模块还将通过多波段测光，对探测到的系外行星进行光谱拟合，以获取成熟系外行星系统的大气光谱分布，为未来寻找和确认系外生命特征信号奠定重要基础。
11,主光机的主要技术参数有哪些？,"主光机的主要技术参数包括：口径2米，焦距28米，视场≥1.7平方度，角分辨率≤0.13""（波长633nm,1.1平方度内，80%能量集中度半径），可见光与红外平均光学效率≥65%，波段覆盖0.25～2.5μm及太赫兹频段。","主光机的主要技术参数有：

1. **口径**：2m^[2]^。
2. **焦距**：28m^[2]^。
3. **视场**：≥1.7平方度^[2]^。
4. **角分辨率**：≤0.13""（波长633nm,1.1平方度内，80%能量集中度半径）^[2]^。
5. **可见光与红外平均光学效率**：≥65%^[2]^。
6. **波段**：0.25～2.5μm、太赫兹频段^[2]^。","主光机的主要技术参数包括：口径为2米，焦距为28米，视场大于1.7平方度，角分辨率小于0.13""（波长633nm，1.1平方度内，80%能量集中度半径）。多功能光学设施采用多个后端模块共用一个主光机系统实现天文观测的基本方案。各部分基本情况描述如下：

1. 主光机：口径2米，焦距28米，视场大于1.7平方度，角分辨率小于0.13""（波长633nm，1.1平方度内，80%能量集中度半径）。

2. 多色成像与无缝光谱巡天模块：由约30片高性能低噪声探测器拼接而成的大型焦面相机，可以配合主光机完成多色成像和无缝光谱巡天，是实现大规模天文巡天主任务的后端模块。主要技术参数有：主焦面探测器视场大于1.1平方度（有效观测视场80%），光谱观测。主要技术参数有：主焦面探测器视场大于1.1平方度（有效观测视场80%），光谱观测。

3. 系外行星成像星冕仪：成像对比度小于10，8（0.60～0.90μm），内工作角（IWA）小于0.55""（@633nm）。

4. 高灵敏度太赫兹模块：工作在0.41～0.51THz频率范围的超导接收机组成的高灵敏度太赫兹模块。

5. 多通道成像仪：在紫外可见光三通道进行同时成像的搭载多种滤光片适合多种观测模式的高精度成像观测设备，是实现高精度测光和紫外可见光超深场任务的后端模块。主要技术参数有：天文观测探测器视场面积大于7.5′×7.5′，像元分辨率小于0.05″，80%能量集中度半径小于0.18″（@中心波长0.633μm，力争0.15″），波段255nm～1000nm，3个波段同时进行，超深场观测。",0.6,"主光机的主要技术参数包括：

- 口径：2米
- 焦距：28米
- 视场：≥1.7平方度
- 角分辨率：≤0.13""（波长633nm,1.1平方度内，80%能量集中度半径）
- 可见光与红外平均光学效率：≥65%
- 波段：0.25～2.5μm、太赫兹频段"
12,多色成像观测参考波段范围包括哪些？,多色成像观测参考波段范围包括近紫外/NUV波段0.255μm～0.32μm、u波段0.32μm～0.4μm、g波段0.4μm～0.55μm、r波段0.55μm～0.69μm、i波段0.69μm～0.82μm、z波段0.82μm～1.0μm、y波段0.93μm～1.0μm和短波红外波段0.9μm～1.7μm。,"多色成像观测参考波段范围包括：

* **近紫外/NUV 波段**：0.255μm～0.32μm
* **u波段**：0.32μm～0.4μm
* **g波段**：0.4μm～0.55μm
* **r波段**：0.55μm～0.69μm
* **i波段**：0.69μm～0.82μm
* **z波段**：0.82μm～1.0μm
* **y波段**：0.93μm～1.0μm
* **短波红外波段**：0.9μm～1.7μm^[1]^",多色成像观测参考波段包括近紫外/NUV波段、u波段、g波段、r波段、i波段、z波段以及y波段。这些波段的范围从0.255微米到1.0微米，涵盖了从紫外线到中红外线的整个频带。这些波段被设计用于提供高质量的图像，以便在不同波段之间进行比较和分析。此外，多色成像观测还包括一个额外的波段，即y波段，其波长范围是0.93微米到1.0微米。这个波段主要用于提高图像的质量和清晰度。,0.8,"多色成像观测参考波段范围包括以下波段：

- 近紫外/NUV 波段：0.255μm～0.32μm
- u 波段：0.32μm～0.4μm
- g 波段：0.4μm～0.55μm
- r 波段：0.55μm～0.69μm
- i 波段：0.69μm～0.82μm
- z 波段：0.82μm～1.0μm
- y 波段：0.93μm～1.0μm
- 短波红外波段：0.9μm～1.7μm"
13,多通道成像仪的观测深度是多少？,多通道成像仪的观测深度在CBV波段可达≮30等，CBU与CBI平均星等优于29等。,多通道成像仪的观测深度在不同波段和观测模式下有所差异，具体数值可以参考表3.2.1中的估计值。例如，在NUV波段，多通道成像仪的观测深度在短时标模式下为22.1等，在深度曝光模式下为26.7等，在超深场模式下为28.6等^[1]^。其他波段的观测深度也可以类似方式估计。,多通道成像仪的观测深度为约 30 星等，能够达到甚至超过哈勃极深场 XDF 深度的同时，总面积将是 XDF 的 30 倍。这将是紫外和光学波段人类有史以来的最深观测。,0.6,根据已知信息无法直接回答多通道成像仪的具体观测深度数值。信息中提到的是“探测深度（点源，AB星等，5倍信噪比）”的概念，但并未给出具体的数值。为了了解多通道成像仪的观测深度，可能需要查看更详细的观测参数或者技术规格文档。
14,积分视场光谱仪的波长覆盖范围是多少？,积分视场光谱仪的波长覆盖范围是0.35-1.0μm。,积分视场光谱仪的波长覆盖范围**是0.35-1.0μm**^[1]^。,积分视场光谱仪的波长覆盖范围是整个光学波段且空间分辨率可达0.2角秒。,0.5,积分视场光谱仪的波长覆盖范围是0.35-1.0微米。
15,太赫兹模块的工作频率范围是多少？,太赫兹模块的工作频率范围是0.41-0.51THz。,太赫兹模块的工作频率范围是**0.41-0.51 THz**^[1][2]^。,我已了解太赫兹模块的工作频率范围是410-510 GHz和520-630 GHz。,0.5,太赫兹模块的工作频率范围是410-630 GHz，具体分为三个探测器，其中探测器1和2的工作频率为410-510 GHz，探测器3的工作频率为520-630 GHz。
16,巡天模块的焦面相机由多少片探测器拼接而成？,巡天模块的焦面相机是由约30片高性能低噪声探测器拼接而成的大型焦面相机。,"**巡天模块的焦面相机由约30片高性能低噪声探测器拼接而成**^[1]^。

巡天模块是空间站光学舱多功能光学设施最重要的一台终端仪器，用于开展大面积、高分辨率多色成像与无缝光谱巡天观测工作。在其10年运行期间，巡天模块将采集超过5PB的原始图像，获取数十亿恒星与星系的测光数据和数亿条光谱。巡天模块由焦面组件、后光学组件、定标光源组件、结构与机构、热控与制冷以及电控箱组成，其中焦面组件是巡天模块的核心部分，完成光电信号转换的功能，由约30片高性能低噪声探测器拼接而成^[1]^。",巡天模块的焦面相机是由30片9k×9k大靶面CCD探测器拼接而成。,0.8,巡天模块的焦面相机由30片高性能低噪声探测器拼接而成。
17,多通道成像仪支持几个波段的同时成像？,多通道成像仪支持3个波段的同时成像。,"多通道成像仪支持**3个波段**的同时成像^[1][2]^。

多通道成像仪模块是一台在紫外可见光三通道进行同时成像的搭载多种滤光片适合多种观测模式的高精度成像观测设备，是实现高精度测光和紫外可见光超深场任务的后端模块。其主要技术参数有：天文观测探测器视场面积、像元分辨率、80%能量集中度半径、波段、超深场观测、波段参考范围、观测深度（5σ、点源，AB星等）以及高精度流量定标等^[1]^。",多通道成像仪支持三个波段同时成像，包括紫外线、可见光和红外线。这些波段的组合使得它可以覆盖从紫外线到红外线的整个电磁波谱范围，并且可以在同一时间内对多个波段进行观测。这种多功能性和灵活性使多通道成像仪成为进行精确空间天文观测的理想工具。,0.8,多通道成像仪支持紫外、可见光和近红外的三个波段的同时成像。
18,积分视场光谱仪的仪器效率是多少？,积分视场光谱仪的仪器效率（不含主光机）在0.42～0.55μm和0.61～0.82μm波段下是≮40%。,积分视场光谱仪的仪器效率是**≮40%**^[1]^。,积分视场光谱仪的仪器效率很高，能够有效地去除背景光和宇宙线的影响，并进行仪器效应改正、光谱追迹等处理，生成高质量的1级单次曝光的三维光谱数据立方体。此外，该设备还具备定标形成1级科学图像数据的功能，以及根据科学需求生成合并图像数据、图像相减数据和2级星表数据的能力。这些功能使积分视场光谱仪成为对宇宙中延展目标源进行精细成像光谱观测的理想工具。,0.0,积分视场光谱仪的仪器效率（不含主光机）至少为40%，特别是在0.42～0.55μm和0.61～0.82μm这两个波段范围内。
19,空间站多功能光学设施的主要科学目标是什么？,空间站多功能光学设施的主要科学目标包括暗物质研究、中微子性质、引力性质、原初扰动、星系和活动星系核、近场宇宙学、太阳系天体、星际天体和彗星、暂现源和变源等广泛的天文学及物理学研究。,"空间站多功能光学设施的主要科学目标包括：

* **暗能量、暗物质和宇宙结构形成和演化** 。测量暗能量性质，考察其能量密度随时间演化规律；精确测量宇宙各个尺度上的暗物质结构，考察暗物质是冷的还是温的、暗物质粒子是否具有自相互作用等暗物质本质问题；精确测量红移1.5以来的宇宙结构演化，解释宇宙结构形成过程^[1][2]^。
* **星系起源与演化** 。通过早期宇宙再电离时期的星系（红移6-7，宇宙年龄7-9亿年）揭示宇宙第一代星系的性质以及宇宙再电离中后期的电离过程；通过研究宇宙再电离结束后以及宇宙大尺度结构迅速增长时期的大样本高红移星系（红移2-6，宇宙年龄9-33亿年），揭示宇宙大尺度结构迅速增长过程；研究红移1-2（宇宙年龄33-59亿年）时期的星系，揭示星系和黑洞的联合演化；研究海量星系样本的形态演化、早型星系的星族和金属丰度的分布与演化等；精细研究可分解近邻星系的恒星形成和星族性质，限制星系形成和演化；揭示银河系的结构和边界、银晕的并合历史，发现近邻星系的更多新的矮星系，测量暗物质分布以及宇宙早期化学增丰历史；探究本星系群是否动力学稳定、测量银河系核球和大小麦哲伦云等的动力学结构，揭示银河系和本星系群的演化历史；针对邻近星际介质开展中性碳（CI）分子谱线观测，绘制中性碳的分布、动力学特征以及与星际介质环境的关系^[1][2]^。
* **活动星系核和超大质量黑洞的形成和演化** 。认证大样本活动星系核，研究类星体成团性、红移演化、相关函数、并合几率、寄主星系形态和性质等；测量星系中心气体的内流和外流，理解黑洞如何影响周边环境；开展活动星系核并合的高空间分辨光谱观测，探究活动星系核核区的恒星形成、核星团，理解中心大质量黑洞如何影响星系演化；利用黑洞周围气体和恒星的运动研究黑洞质量等物理特性^[1][2]^。
* **太阳系外行星、天体测量和太阳系天体研究** 。通过直接成像探测类太阳光谱型恒星周围的成熟系外行星，对部分视向速度发现行星，恒星星周盘及外星黄道尘成像观测和定量分析；修正行星形成与演化理论，开展比较行星学研究，最终推动搜寻存在生命的行星；面向毫角秒级天体定位和天体定轨精度指标，对太阳系移动天体的轨道和类型进行测量和分类；实现毫角秒级的恒星自行和视差归算，提供更深、更暗天空的天球参考架；新发现一批柯伊伯带（Kuiper belt）天体，改进现有柯伊伯带天体轨道数据质量，获得它们的表面理化特征信息^[1][2]^。",空间站多功能光学设施的主要科学目标是研究太阳系外行星的大气层和表面特征。它还可以用于寻找潜在的生命迹象，并探索宇宙中的其他现象。,0.3,"空间站多功能光学设施的主要科学目标是：

1. 对宇宙学、星系和活动星系核、银河系和本星系群、太阳系天体、系外行星、天体测量、暂现源和变源等多个科学领域进行深入研究。
   
2. 在未来的十年内引领国际光学天文领域的研究与发展。

3. 开展大规模天文巡天任务，收集海量数据，期望在这些数据中发现新的科学现象或验证现有理论。

4. 作为面向国际开放的先进空间天文台，提供给全球科学家共享资源，促进国际合作与交流。

通过这些目标的实现，空间站多功能光学设施旨在产出大量高质量研究成果，并对世界天文学的发展以及人类对宇宙的理解产生重大影响。"
20,中国空间站光学舱的主要工作波段是什么？,中国空间站光学舱将是一台2米口径的空间天文望远镜，主要工作在近紫外-可见光-近红外波段，兼具大视场巡天和精细观测能力。,"中国空间站光学舱的主要工作波段是**近紫外-可见光-近红外波段**^[1]^。

中国空间站光学舱将是一台2米口径的空间天文望远镜，主要工作在近紫外-可见光-近红外波段，兼具大视场巡天和精细观测能力。其结构和在轨状态可见图2.1.1。光学设施基座与光学舱平台连接。整流罩光学设施光学舱平台图2.1.1光学舱发射状态（左）及在轨状态（右）。光学设施内层为离轴三反光学系统，兼具大视场和高像质的优异性能，在系统出瞳附近加入一块平面反射镜进行光路折叠，利用该平面反射镜同时实现系统后端模块切换、调焦和稳像的功能^[1]^。",中国空间站光学舱的主要工作波段是红外线。,0.4,中国空间站光学舱的主要工作波段包括近紫外、可见光和近红外波段。
21,光学舱的主要技术指标中的主镜通光口径是多少？,光学舱的主要技术指标中的主镜通光口径是Ф2000 mm。,光学舱的主要技术指标中的主镜通光口径是**Φ2000mm**^[1]^。,"光学舱的主要技术指标如下：

- 主镜通光口径：Ф2000 mm
- 焦距：28000 mm
- 相对孔径：1:14
- 视场面积：≮1.7deg
- 主光学系统以及光学舱的主要技术指标为：f) 主镜通光口径：Ф2000 mm；g) 焦距：28000 mm；h) 相对孔径：1:14；i) 视场面积：≮1.7deg。",0.8,主镜通光口径是 Ф2000 mm。
22,光学舱的绝对姿态精度在有导星和无导星时分别是多少？,"光学舱的绝对姿态精度在有导星时≯3""，无导星时9""。","您好，根据搜索结果^[1]^，光学舱的绝对姿态精度在有导星和无导星时分别为：

* 有导星时，指向不大于3""，绕光轴旋转不大于5""。
* 无导星时，指向不大于9""，绕光轴旋转不大于5""。","光学舱的绝对姿态精度在有导星和无导星时分别为：

1. 有导星时：大约为±0.001弧秒。
2. 无导星时：大约为±0.002弧秒。

这些精度值是基于各种约束条件得出的，包括但不限于轨道高度、周期、倾角、倾动周期、能源平衡、CMG 散热、南大西洋异常区规避、切换中继卫星、定期补给、停靠维护与轨道控制等因素的影响。",0.0,"光学舱的绝对姿态精度在有导星时为≯3"",而在无导星时为≯9""（3σ）。"
23,巡天模块的焦面由哪些部分组成？,巡天模块的焦面由巡天主焦面、天体定标组件、短波红外组件组成。,"**巡天模块的焦面由巡天主焦面、天体定标组件、短波红外组件组成**^[1]^。

其中，巡天主焦面工作在近紫外～近红外波段，是完成空间站光学巡天任务的关键部件，由30片9k×9k 大靶面CCD 探测器拼接而成，安置于巡天相机焦面的中心区域；天体定标组件在主焦面执行巡天任务时，通过利用视场内已知流量的亮标准天体标定主焦面能够探测的较暗天体，实现对主焦面多色成像及无缝光谱的流量定标；短波红外组件实现短波红外成像及无缝光谱观测功能。焦面布局如图2.2.2所示，中心1.1°×1.2°视场分配给巡天主焦面，两侧的辅助成像区内安排两个导星仪焦面及四个波前传感器焦面，余下的视场分配给短波红外焦面及天体定标组件焦面^[1]^。","巡天模块的焦面由以下几部分组成：

1. 焦面组件：包括巡天主焦面、天体定标组件、短波红外组件等。

2. 后光学组件：包括滤光片、光栅等，实现波长滤波和光谱色散等功能。

3. 科学载荷：预计将于2024年左右随光学设施发射入轨，用于在可见光至近红外波段对太阳系外行星的超高对比度成像探测和多波段测光研究，有助于丰富行星探测数量，并对恒星星周盘和外星黄道尘开展高对比度成像检测和定量研究，为现有行星形成和演化理论提供重要观测证据，为开展比较行星科学和未来搜寻确认存在生命的行星奠定重要基础。

巡天模块位于多功能光学设施主光机焦面4，与主巡天模块对称的位置。",0.5,"巡天模块的焦面由以下几部分组成：

- **巡天主焦面**：工作在近紫外到近红外波段，由30片9k×9k的大靶面CCD探测器拼接而成，位于巡天相机焦面的中心区域。
- **天体定标组件**：在执行巡天任务时，通过利用视场内的已知流量的亮标准天体标定主焦面能够探测的较暗天体，实现对主焦面多色成像及无缝光谱的流量定标。
- **短波红外组件**：实现短波红外成像及无缝光谱观测功能。"
24,巡天模块中多色成像子系统覆盖的波长范围是多少？,多色成像子系统覆盖0.255µm～1.0µm的波长范围，包括NUV、u、g、r、i、z在内的至少6个波段（+y波段）。,"**巡天模块中多色成像子系统覆盖的波长范围是0.255µm～1.0µm**^[1][2]^。

多色成像子系统包括NUV、u、g、r、i、z在内的至少6个波段（+y 波段），各波段波长范围、像质、模块效率如下^[2]^：

* NUV波段：波长范围0.255～0.32µm，静态像质（80%能量集中度半径）≤0.135″，模块效率≥0.26。
* u波段：波长范围0.32～0.40µm，静态像质（80%能量集中度半径）≤0.135″，模块效率≥0.32。
* g波段：波长范围0.40～0.55µm，静态像质（80%能量集中度半径）≤0.135″，模块效率≥0.58。
* r波段：波长范围0.55～0.69µm，静态像质（80%能量集中度半径）≤0.135″，模块效率≥0.63。
* i波段：波长范围0.69～0.83µm，静态像质（80%能量集中度半径）≤0.145″，模块效率≥0.62。
* z波段：波长范围0.83～1.0µm，静态像质（80%能量集中度半径）≤0.165″，模块效率≥0.25。

此外，y波段的波长范围是0.93~1.0µm，模块效率约为0.14^[2]^。",巡天模块中的多色成像子系统覆盖的波长范围从255纳米到1000纳米，其中包括NUV、u、g、r、i、z在内的至少六个波段。这些波段的波长范围、像质以及模块效率已经列在了表格2.2.2中。此外，多色成像子系统还采用了滤光片组来限制光谱响应，并且该系统具有一定的空间分辨率要求，即探测空间分辨率为0.2角秒。,0.8,"巡天模块中多色成像子系统覆盖的波长范围是从0.255微米至1.0微米。具体地，它包括以下波段：

- NUV：0.255～0.32微米
- u：0.32～0.40微米
- g：0.40～0.55微米
- r：0.55～0.69微米
- i：0.69～0.83微米
- z：0.83～1.0微米
- y：0.93～1.0微米（注：y波段的具体描述在原始信息中不完整）

每个波段都有特定的静态像质（80%能量集中度半径）、模块效率等参数。"
25,无缝光谱组件的工作原理是什么？,无缝光谱组件通过在望远镜焦面前会聚光路中插入光栅，使探测器上可同时得到科学目标的零级像和无缝光谱像，零级像用于光谱定标参考，光谱像经抽谱和定标后可得到观测科学目标的光谱。,无缝光谱组件的工作原理是**光栅以设计的角度插入在望远镜焦面前会聚光路中，在探测器上可同时得到科学目标的零级像和无缝光谱像。零级像可用于光谱定标参考，光谱像经抽谱和定标后可得到观测科学目标的光谱**^[1]^。,无缝光谱组件是一种用于天文科学目标的光谱色散功能的组件，它安装在望远镜焦面上，可以同时得到科学目标的零级像和无缝光谱像。它的工作原理是在望远镜焦面前会聚光路中，光栅以设计的角度插入，实现天文科学目标的光谱色散功能。,0.8,"无缝光谱组件的工作原理如下：

光栅以设计的角度插入在望远镜焦面前会聚光路中，这样在探测器上可以同时获得科学目标的零级像和无缝光谱像。零级像是用于光谱定标参考的，而光谱像经过抽取和定标后，可以获得观测科学目标的光谱信息。"
26,光学舱的主要技术指标中的成像质量如何？,光学舱的主光学系统在巡天观测的主要性能为，光学角分辨率在巡天视场主成像区内REE80≤0.13″，辅助成像区内REE80≤0.14″（暂定），导星及波前传感视场区内REE80≤0.14″，均属于高质量成像。,"光学舱的主要技术指标中的成像质量如下：

* 光学角分辨率（80%能量集中度的全视场平均值）在巡天视场主成像区内为REE80≤0.13″^[2]^。
* 光学角分辨率（80%能量集中度的全视场平均值）在辅助成像区内为REE80≤0.14″（暂定）^[2]^。
* 光学角分辨率（80%能量集中度的全视场平均值）在导星及波前传感视场区内为REE80≤0.14″^[2]^。",光学舱的主要技术指标中成像质量通常包括分辨率、对比度和清晰度等。光学舱的成像质量取决于其设计、材料选择以及制造工艺等因素。一般来说，光学舱的成像质量应该能够满足特定的应用需求，并且具有良好的稳定性、耐用性和可靠性。具体的技术指标需要根据实际应用来确定。,0.5,"根据已知信息，光学舱的主要技术指标中的成像质量如下：

- 主光学系统与巡天模块相关的主要性能如表 2.1.1 所示，所有数值均为预计值，评价参考波长为λ=632.8nm。

- 表 2.1.1 主光学系统主要性能中包含了以下内容：
  
  - **光学角分辨率**（80%能量集中度的全视场平均值），巡天视场主成像区内REE80≤0.13″，辅助成像区内REE80≤0.14″（暂定）。
  - 对于导星及波前传感视场区内REE80≤0.14%，30%。
  - 积分视场光谱仪B波段定标的波长不确定度（RMS）优于0.035nm。
  - 对于一天内积分视场光谱仪观测产生的对应0级数据，生成1级产品的处理时间≤24小时。
  - 对于一天内星冕仪观测产生的对应0级数据，生成1级产品的处理时间≤24小时。
  - 太赫兹模块的数据处理技术要求包括了信号灵敏度、数据处理时间和产品生成时间等指标。

这些信息详细描述了光学舱在不同应用下的成像质量和相应的性能参数，涵盖了光学角分辨率、波长不确定度、数据处理速度等多个关键指标。"
27,巡天模块焦面的图像性能指标有哪些？,巡天模块焦面的图像性能指标包括读出噪声≤5e-/pix、暗电流≤0.02e-/pix/s@工作温度、读出时间≤40s、图像量化位数16bit、图像动态范围优于84dB、满阱电荷数最低值不小于70 ke-，平均值不小于90ke-等。,"巡天模块焦面的图像性能指标包括以下几点：

1. **读出噪声**：≤5e-/pix
2. **暗电流**：≤0.02e-/pix/s@工作温度
3. **读出时间**：≤40s
4. **图像量化位数**：16bit
5. **图像动态范围**：优于84dB
6. **满阱电荷数**：最低值不小于70 ke-，平均值不小于90ke-^[2]^","巡天模块焦面的图像性能指标包括：

1. 阅读噪声：≤5e/pix
2. 暗电流：≤0.02e/pix/s@工作温度
3. 读出时间：≤40s
4. 图像量化位数：16bit
5. 图像动态范围：优于84dB
6. 满阱电荷数：最低值不小于70ke，平均值不小于100ke
7. 焦面组件：巡天主焦面、天体定标组件、短波红外组件
8. 焦面比例尺和畸变测量及稳定性分析工作包（巡天模块-多色成像方面）",0.7,"巡天模块焦面的图像性能指标如下：

- **读出噪声**：≤5e/pix
- **暗电流**：≤0.02e/pix/s@工作温度
- **读出时间**：≤40s
- **图像量化位数**：16bit
- **图像动态范围**：优于84dB
- **满阱电荷数**：最低值不小于70 ke，平均值不小于90ke"
28,多色成像子系统的极限星等是多少？,多色成像子系统的极限星等在不同波段有所不同，g波段的极限星等为26.3m，NUV、u、r、i、z五波段的平均极限星等为25.6m，最低为25.2m，y波段24.4m。多色成像深场观测的极限星等也有所不同，g波段极限星等为27.5m，NUV、u、r、i、z五波段的平均极限星等为26.8m，最低为26.4m，y波段25.7m。,"多色成像子系统的极限星等如下：

* g 波段的极限星等为26.3m^[1][2]^。
* NUV、u、r、i、z 五波段的平均极限星等为25.6m，最低为25.2m，y 波段24.4m^[1][2]^。

多色成像深场观测时，极限星等会有所提高，具体数值请参考表2.2.3^[1][2]^。",多色成像子系统的极限星等是26.3 m。,0.3,"多色成像子系统的极限星等为：

- g 波段：26.3 m
- NUV、u、r、i、z 五波段的平均极限星等：25.6 m
- 最低极限星等：25.2 m
- y 波段：24.4 m

多色成像深场观测的极限星等分别为：

- g 波段：27.5 m
- NUV、u、r、i、z 五波段的平均极限星等：26.8 m
- 最低极限星等：26.4 m
- y 波段：25.7 m"
29,多色成像子系统中滤光片的数量及排布方式是怎样的？,多色成像子系统各波段共计有18片滤光片，每片滤光片覆盖一个探测器，其排布方式是在焦面一侧固定安装18块滤光片（每片滤光片覆盖一个探测器）。,"多色成像子系统中滤光片的数量及排布方式如下：

* 滤光片数量：共计有18片滤光片^[1]^。
* 滤光片排布方式：每片滤光片覆盖一个探测器，其排布方式如图2.2.3所示^[1]^。","多色成像子系统中的滤光片数量和排列方式取决于具体的应用场景。一般来说，多色成像子系统通常包含多个不同波长的光源，这些光源通过不同的滤光片进行选择性地照射到样品上。滤光片的选择和排列方式需要根据实验的目的、样品的特点以及光源的特性来确定。

在实际应用中，滤光片的种类和数量可能会有所不同，例如，有些实验可能只需要一个或两个特定波长的光源，而其他波长则不需要；有些实验可能需要同时使用多种波长的光源，以获得更丰富的颜色效果。

至于滤光片的排列方式，这主要取决于光源的分布情况和实验的需求。一些实验可能需要将光源均匀分布在样品周围，以便得到更加均匀的颜色分布；而另一些实验可能需要将光源集中在一个点上，以便更好地控制光线的方向和强度。

总的来说，多色成像子系统的滤光片数量和排列方式需要根据具体的实验需求来进行设计和调整。",0.2,多色成像子系统中有18片滤光片，每片滤光片对应一个探测器，它们按照矩形布局排列在焦面上。
30,无缝光谱通道的光栅如何安装？,无缝光谱通道的光栅在焦面一侧固定安装12块光栅（覆盖6块CCD），另一侧也固定安装12块光栅（覆盖另外6块CCD），这种设计允许同时进行成像巡天和无缝光谱巡天观测。,无缝光谱通道的光栅安装于望远镜焦面前，实现天文科学目标的光谱色散功能。其工作原理如图2.2.4所示。光栅以设计的角度插入在望远镜焦面前会聚光路中，在探测器上可同时得到科学目标的零级像和无缝光谱像。零级像可用于光谱定标参考，光谱像经抽谱和定标后可得到观测科学目标的光谱^[1]^。,"无缝光谱通道是一种大型拼接光栅色散焦面组件，安装在望远镜焦面前，实现天文科学目标的光谱色散功能。它的工作原理如下：

1. 光栅以设计的角度插入在望远镜焦面前会聚光路中，在探测器上可同时得到科学目标的零级像和无缝光谱像。零级像可用于光谱定标参考，光谱像经抽谱和定标后可得到观测科学目标的光谱。

2. 无缝光谱组件采用与成像共享焦面的方案。在焦面一侧固定安装12块光栅（覆盖6块CCD），另一侧固定安装12块光栅（覆盖6块CCD），排列方式如图所示。焦面中间部分用于成像巡天，焦面两侧用于无缝光谱巡天，两种巡天观测可同时进行。

对于采用衍射光栅的方案设计，焦面上有光谱像和零级鬼像，强度上限估算为5%。中心视场点源的无缝光谱及其零级鬼像在像面的分布关系可以参考图2.2.5，红绿蓝颜色对应不同光谱像，在像面上从左到右依次出现的是零级光谱、目标光谱。

对于多色成像，共有18片滤光片，每片滤光片覆盖一个探测器，排布方式如图2.2.3所示。",0.8,"无缝光谱通道的光栅是以设计角度插入在望远镜焦面前的会聚光路中。具体来说：

- 在焦面的一侧固定安装了12块光栅，这些光栅覆盖了6块CCD；
- 在焦面的另一侧同样固定安装了12块光栅，同样覆盖了6块CCD；
- 这些光栅的排列方式如图2.2.3所示。

这样的设计使得在探测器上可以同时获得科学目标的零级像和无缝光谱像，其中零级像可用于光谱定标参考，而光谱像经过处理后可以获得观测科学目标的光谱信息。"
31,光学舱的焦距是多少？,光学舱的焦距为28000 mm。,光学舱的焦距是**28000mm**^[1]^。,光学舱的焦距是28000毫米。,1.0,"光学舱的焦距是28,000毫米。"
32,衍射光栅方案设计中，焦面上有什么现象？,在衍射光栅方案设计中，焦面上有光谱像和零级鬼像，强度上限估算为5%。,在衍射光栅方案设计中，焦面上会出现**光谱像和零级鬼像**的现象。光谱像对应于不同波长和角度的光谱信息，而零级鬼像则是由于光栅的衍射作用产生的零级光谱的像点。这些现象可以通过合理的光栅效率设计来控制和优化，以实现所需的观测效果^[1]^。,在衍射光栅方案设计中，焦面上会出现干涉条纹。这些干涉条纹是由于光波在光栅上多次反射和折射的结果。当入射光线从一个狭缝进入光栅时，它会在光栅的不同位置发生反射和折射，并且会发生干涉。因此，在焦面上可以看到一系列清晰的干涉条纹。,0.0,衍射光栅方案设计中，焦面上会出现光谱像和零级鬼像。强度上限估算为5%，中心视场点源的无缝光谱及其零级鬼像在像面上的分布关系可以通过图2.2.5查看。
33,衍射光栅设计中的零级鬼像可以用作什么？,衍射光栅设计中的零级鬼像可以通过合理的光栅效率设计，应用作为参考光谱零点。,"**衍射光栅设计中的零级鬼像可以用作参考光谱零点**^[1]^。

对于采用衍射光栅的方案设计，焦面上有光谱像和零级鬼像，强度上限估算为5%。中心视场点源的无缝光谱及其零级鬼像在像面的分布关系可以参考图2.2.5，红绿蓝颜色对应不同光谱像，在像面上从左到右依次出现的是零级光谱、目标光谱。通过合理的光栅效率设计，可应用光谱的零级鬼像作为参考光谱零点^[1]^。",零级鬼影可以用来测量衍射光栅的设计参数。例如，它可以用于确定光栅的分辨率、波长和材料等。此外，它还可以用于评估光栅的性能，并帮助优化其设计。,0.6,根据已知信息无法回答该问题。
